1,tt0042369,2016-07-31,2016-07-31,,D.O.A.,https://www.imdb.com/title/tt0042369/,movie,7.3,83,1949,"Drama, Film-Noir, Mystery, Thriller",10647,1949-12-23,Rudolph Mat�
2,tt0041503,2016-07-31,2016-07-31,,Impact,https://www.imdb.com/title/tt0041503/,movie,7.1,111,1949,"Crime, Drama, Film-Noir, Thriller",3166,1949-03-19,Arthur Lubin
3,tt0038057,2016-07-31,2016-07-31,,Scarlet Street,https://www.imdb.com/title/tt0038057/,movie,7.8,102,1945,"Drama, Film-Noir, Thriller",14350,1945-12-25,Fritz Lang
4,tt0042869,2016-07-31,2016-07-31,,Quicksand,https://www.imdb.com/title/tt0042869/,movie,6.6,79,1950,"Crime, Drama, Film-Noir, Mystery, Romance",2001,1950-03-24,Irving Pichel
5,tt0037638,2016-07-31,2016-tt010298407-31,,Detour,https://www.imdb.com/title/tt0037638/,movie,7.4,68,1945,"Crime, Drama, Film-Noir",14856,1945-11-14,Edgar G. Ulmer
6,tt0039757,2016-07-31,2016-07-31,,The Red House,https://www.imdb.com/title/tt0039757/,movie,6.8,100,1947,"Drama, Film-Noir, Mystery, Thriller",3360,1947-02-06,Delmer Daves
7,tt0046414,2016-07-31,2016-07-31,,Beat the Devil,https://www.imdb.com/title/tt0046414/,movie,6.5,89,1953,"Action, Adventure, Comedy, Crime, Drama, Romance",8089,1953-11-24,John Huston
8,tt0038937,2016-07-31,2016-07-31,,Shock,https://www.imdb.com/title/tt0038937/,movie,6.3,70,1946,"Film-Noir, Thriller",2335,1946-01-10,Alfred L. Werker
9,tt0047127,2016-07-31,2016-07-31,,Jail Bait,https://www.imdb.com/title/tt0047127/,movie,3.6,71,1954,"Crime, Drama, Film-Noir, Thriller",2336,1954-05-12,Edward D. Wood Jr.
10,tt0047542,2016-07-31,2016-07-31,[red]Watch Now[/red]: [link=http://www.imdb.com/title/tt0047542/externalsites?ref_=tt_ql_rel_3#videos]IMDb-provided Internet Archive Link[/link].,Suddenly,https://www.imdb.com/title/tt0047542/,movie,6.8,77,1954,"Crime, Drama, Film-Noir, Thriller",6006,1954-09-17,Lewis Allen
11,tt0041968,2016-07-31,2016-07-31,[red]Watch Now[/red]: [link=http://www.imdb.com/title/tt0041968/externalsites?ref_=tt_ql_rel_3#videos]IMDb-provided Internet Archive Link[/link].,Too Late for Tears,https://www.imdb.com/title/tt0041968/,movie,7.3,99,1949,"Crime, Drama, Film-Noir, Mystery, Thriller",3690,1949-07-17,Byron Haskin
12,tt0045877,2016-07-31,2016-07-31,[red]Watch Now[/red]: [link=http://www.imdb.com/title/tt0045877/externalsites?ref_=tt_ql_rel_3#videos]IMDb-provided Internet Archive Link[/link].,The Hitch-Hiker,https://www.imdb.com/title/tt0045877/,movie,7.0,71,1953,"Crime, Drama, Film-Noir, Thriller",7348,1953-03-20,Ida Lupino
13,tt0017075,2016-07-31,2016-07-31,,The Lodger: A Story of the London Fog,https://www.imdb.com/title/tt0017075/,movie,7.3,92,1927,"Crime, Drama, Mystery, Thriller",10232,1927-01-31,Alfred Hitchcock
14,tt0038300,2016-07-31,2016-07-31,[red]Watch Now[/red]: [link=http://www.imdb.com/title/tt0038300/externalsites?ref_=tt_ql_rel_3#videos]IMDb-provided Internet Archive Link[/link].,Angel on My Shoulder,https://www.imdb.com/title/tt0038300/,movie,6.8,100,1946,"Adventure, Comedy, Fantasy, Romance",2397,1946-09-20,Archie Mayo
15,tt0039645,2016-07-31,2016-07-31,,My Favorite Brunette,https://www.imdb.com/title/tt0039645/,movie,6.8,87,1947,"Comedy, Crime, Mystery, Romance, Thriller",3007,1947-03-19,Elliott Nugent
16,tt0035317,2016-07-31,2016-07-31,,Sherlock Holmes and the Secret Weapon,https://www.imdb.com/title/tt0035317/,movie,6.6,68,1942,"Adventure, Crime, Drama, Mystery, Thriller",5364,1942-12-25,Roy William Neill
17,tt0005078,2016-07-31,2016-07-31,,The Cheat,https://www.imdb.com/title/tt0005078/,movie,6.6,59,1915,"Drama, Romance",2330,1915-12-13,Cecil B. DeMille
18,tt0024210,2016-07-31,2016-07-31,,The Kennel Murder Case,https://www.imdb.com/title/tt0024210/,movie,6.9,73,1933,"Crime, Mystery",3027,1933-10-28,Michael Curtiz
19,tt0032022,2016-07-31,2016-07-31,[red]Watch Now[/red]: [link=http://www.imdb.com/title/tt0032022/externalsites?ref_=tt_ql_rel_3#videos]IMDb-provided Internet Archive Link[/link].,They Made Me a Criminal,https://www.imdb.com/title/tt0032022/,movie,6.9,92,1939,"Crime, Drama, Film-Noir, Sport",1982,1939-01-21,Busby Berkeley
20,tt0026029,2016-07-31,2016-07-31,,The 39 Steps,https://www.imdb.com/title/tt0026029/,movie,7.6,86,1935,"Mystery, Thriller",51227,1935-06-06,Alfred Hitchcock
21,tt0017925,2016-07-31,2016-07-31,"[b]An introductory film[/b].

Buster Keaton's masterpiece, 'The General', is a shining example of one of the many great films available for viewing in the public domain.

[red]Please Note[/red]: Chronological order follows.",The General,https://www.imdb.com/title/tt0017925/,movie,8.1,67,1926,"Action, Adventure, Comedy, Drama, War",80019,1926-12-25,"Buster Keaton, Clyde Bruckman"
22,tt0015648,2016-07-31,2016-07-31,[red]Watch Now[/red]: [link=http://www.imdb.com/title/tt0015648/externalsites?ref_=tt_ql_rel_3#videos]IMDb-provided Internet Archive Link[/link].,Bronenosets Potemkin,https://www.imdb.com/title/tt0015648/,movie,8.0,75,1925,"Drama, History, Thriller, War",52495,1925-11-12,Sergei M. Eisenstein
